STATEFP,COUNTYFP,GEOID,ALAND,AWATER,NAME,pop,state,county,sq_km,density,pop_mil,percent
01,087,01087,1576855717,11345392,"Macon County, Alabama",19054,01,087,1576.855717,12.083540551351536,0.019054,0.3916804394122533
01,089,01089,2076091216,28831382,"Madison County, Alabama",357560,01,089,2076.091216,172.22750004641415,0.35756,7.3501237491469125
01,091,01091,2530140238,14966620,"Marengo County, Alabama",19538,01,091,2530.140238,7.722101607871429,0.019538,0.40162970637328665
01,093,01093,1922656563,3184076,"Marion County, Alabama",29965,01,093,1922.656563,15.585206727323355,0.029965,0.6159706291061283
01,095,01095,1465531860,148495464,"Marshall County, Alabama",95145,01,095,1465.53186,64.92182298923204,0.095145,1.9558326549742224
01,097,01097,3184053031,1074031983,"Mobile County, Alabama",414659,01,097,3184.053031,130.22992894994908,0.414659,8.523870018171802
01,099,01099,2656469661,22609681,"Monroe County, Alabama",21512,01,099,2656.469661,8.09796562551444,0.021512,0.44220791501188156
01,101,01101,2033918497,37844005,"Montgomery County, Alabama",226941,01,101,2033.918497,111.57821728586208,0.226941,4.6650756062063685
01,103,01103,1500612908,50921199,"Morgan County, Alabama",119122,01,103,1500.612908,79.38223066384552,0.119122,2.4487119399426067
01,105,01105,1863900621,10937769,"Perry County, Alabama",9486,01,105,1863.900621,5.089327131030555,0.009486,0.19499740990157624
01,107,01107,2282893837,22521210,"Pickens County, Alabama",20298,01,107,2282.893837,8.891346444157929,0.020298,0.41725252226251264
01,109,01109,1740647518,2336975,"Pike County, Alabama",33403,01,109,1740.647518,19.18998513747342,0.033403,0.6866433146681796
01,111,01111,1503615935,9285419,"Randolph County, Alabama",22574,01,111,1503.615935,15.013142302193012,0.022574,0.4640387445834053
01,113,01113,1660577613,15641643,"Russell County, Alabama",58213,01,113,1660.577613,35.05587425981998,0.058213,1.1966460281046234
01,115,01115,1635844944,56400695,"St. Clair County, Alabama",87306,01,115,1635.844944,53.37058400322323,0.087306,1.7946915316115346
01,117,01117,2034112797,62537787,"Shelby County, Alabama",211261,01,117,2034.112797,103.8590388456221,0.211261,4.342752246807601
01,119,01119,2340898915,24634883,"Sumter County, Alabama",12985,01,119,2340.898915,5.547014404079896,0.012985,0.26692403200210496
01,121,01121,1908256939,60926366,"Talladega County, Alabama",80565,01,121,1908.256939,42.219157364741015,0.080565,1.656121265941439
01,123,01123,1855782851,128806123,"Tallapoosa County, Alabama",40636,01,123,1855.782851,21.896958460470223,0.040636,0.8353272979928793
01,125,01125,3421009204,78715350,"Tuscaloosa County, Alabama",206213,01,125,3421.009204,60.27841134098276,0.206213,4.238983859164426
01,127,01127,2048686080,36754696,"Walker County, Alabama",64493,01,127,2048.68608,31.480176797023,0.064493,1.3257398225577017
01,129,01129,2797720360,21652733,"Washington County, Alabama",16643,01,129,2797.72036,5.948771806486049,0.016643,0.3421191116373533
01,131,01131,2301075082,49057525,"Wilcox County, Alabama",10809,01,131,2301.075082,4.697369540243451,0.010809,0.22219344335084734
01,133,01133,1587608920,48922726,"Winston County, Alabama",23875,01,133,1587.60892,15.03833828295699,0.023875,0.49078253862535665
02,013,02013,18091255385,20800268276,"Aleutians East Borough, Alaska",3425,02,013,18091.255385,0.1893179841372296,0.003425,0.46376788045215
02,016,02016,11375510886,25186009907,"Aleutians West Census Area, Alaska",5750,02,016,11375.510886,0.5054718032116347,0.00575,0.7785884124379161
02,020,02020,4419562836,615500204,"Anchorage Municipality, Alaska",296112,02,020,4419.562836,67.00029188135747,0.296112,40.09554295370717
02,050,02050,105228817205,12768645652,"Bethel Census Area, Alaska",18040,02,050,105228.817205,0.17143592866634275,0.01804,2.4427365148486966
02,060,02060,1248324005,949768219,"Bristol Bay Borough, Alaska",890,02,060,1248.324005,0.7129559284570516,0.00089,0.12051194557734701
02,068,02068,32729577065,66105677,"Denali Borough, Alaska",2232,02,068,32729.577065,0.0681951983542993,0.002232,0.3022277107063354
02,070,02070,47478023796,5950680491,"Dillingham Census Area, Alaska",4975,02,070,47478.023796,0.10478532176015172,0.004975,0.6736482351093274
02,090,02090,18983364355,273047179,"Fairbanks North Star Borough, Alaska",99653,02,090,18983.364355,5.24949098254823,0.099653,13.493681924291417
02,100,02100,6059513753,1051059522,"Haines Borough, Alaska",2518,02,100,6059.513753,0.41554489396997657,0.002518,0.3409540213075952
02,105,02105,16981566503,7801359160,"Hoonah-Angoon Census Area, Alaska",2132,02,105,16981.566503,0.12554789922492465,0.002132,0.28868704266393685
02,110,02110,7002973758,1426663852,"Juneau City and Borough, Alaska",32330,02,110,7002.973758,4.616610188359926,0.03233,4.377697978107448
02,122,02122,41500185165,22525337842,"Kenai Peninsula Borough, Alaska",58220,02,122,41500.185165,1.4028853068612566,0.05822,7.8833769342844295
02,130,02130,12579243763,4651750442,"Ketchikan Gateway Borough, Alaska",13804,02,130,12579.243763,1.0973632644438007,0.013804,1.8691538165726944
02,150,02150,17133720200,14166823224,"Kodiak Island Borough, Alaska",13649,02,150,17133.7202,0.796616253836105,0.013649,1.8481657811069765
02,158,02158,44221226622,6694349084,"Kusilvak Census Area, Alaska",8198,02,158,44221.226622,0.18538608325083197,0.008198,1.1100639661158322
02,164,02164,61893966490,25992281749,"Lake and Peninsula Borough, Alaska",1375,02,164,61893.96649,0.022215412551111167,0.001375,0.18618418558297994
02,170,02170,64008421559,1456871464,"Matanuska-Susitna Borough, Alaska",103464,02,170,64008.421559,1.616412301381806,0.103464,14.009716783387224
02,180,02180,59497122355,13774270048,"Nome Census Area, Alaska",9925,02,180,59497.122355,0.16681479048315562,0.009925,1.3439113032080552
02,185,02185,230054122583,15549060273,"North Slope Borough, Alaska",9797,02,185,230054.122583,0.04258563111150244,0.009797,1.326579248113785
02,188,02188,92329079390,12875662550,"Northwest Arctic Borough, Alaska",7734,02,188,92329.07939,0.0837655920658693,0.007734,1.0472352663991031
02,195,02195,7512557785,2385954337,"Petersburg Borough, Alaska",3255,02,195,7512.557785,0.4332745375348883,0.003255,0.4407487447800724
02,198,02198,13630515350,14624992705,"Prince of Wales-Hyder Census Area, Alaska",6474,02,198,13630.51535,0.47496369974008357,0.006474,0.8766228490648814
02,220,02220,7433305216,5037858065,"Sitka City and Borough, Alaska",8738,02,220,7433.305216,1.1755201415908065,0.008738,1.1831835735447844
02,230,02230,1123881121,28784118,"Skagway Municipality, Alaska",1061,02,230,1123.881121,0.944050024664486,0.001061,0.14366648792984849
02,240,02240,64290686975,751965527,"Southeast Fairbanks Census Area, Alaska",6876,02,240,64290.686975,0.10695172696900554,0.006876,0.9310563345953236
02,261,02261,88634324631,15756537958,"Valdez-Cordova Census Area, Alaska",9301,02,261,88634.324631,0.10493677295699685,0.009301,1.2594175346234882
02,275,02275,6619997013,2384375232,"Wrangell City and Borough, Alaska",2484,02,275,6619.997013,0.3752267554082052,0.002484,0.33635019417317974
02,282,02282,19744199346,3986129001,"Yakutat City and Borough, Alaska",689,02,282,19744.199346,0.0348963251396459,0.000689,0.09329520281212593
02,290,02290,377034650847,5949465694,"Yukon-Koyukuk Census Area, Alaska",5415,02,290,377034.650847,0.014362075177534272,0.005415,0.7332271744958809
04,001,04001,29001320728,54152352,"Apache County, Arizona",71522,04,001,29001.320728,2.466163547198298,0.071522,1.0295846148198746
04,003,04003,15966170808,137020196,"Cochise County, Arizona",126279,04,003,15966.170808,7.909160030827599,0.126279,1.817831094975517
04,005,04005,48222143094,110123852,"Coconino County, Arizona",140217,04,005,48222.143094,2.9077305777694975,0.140217,2.018473559690701
04,007,04007,12323152727,97113523,"Gila County, Arizona",53400,04,007,12323.152727,4.333306677519359,0.0534,0.7687119827658805
04,009,04009,11972737302,47477716,"Graham County, Arizona",37879,04,009,11972.737302,3.1637710779532813,0.037879,0.5452816703218873
04,011,04011,4770701075,13750464,"Greenlee County, Arizona",9504,04,011,4770.701075,1.9921600306931828,0.009504,0.13681345850574772
04,012,04012,11653985203,36563337,"La Paz County, Arizona",20701,04,012,11653.985203,1.7763022381966893,0.020701,0.29799825384337997
04,013,04013,23825949527,64236947,"Maricopa County, Arizona",4253913,04,013,23825.949527,178.5411739909626,4.253913,61.236589826658324
04,015,04015,34475503959,387309657,"Mohave County, Arizona",206064,04,015,34475.503959,5.977113496152562,0.206064,2.966364532147348
04,017,04017,25770094216,24078113,"Navajo County, Arizona",108705,04,017,25770.094216,4.21826164424761,0.108705,1.5648471177259367
04,019,04019,23794796847,5251370,"Pima County, Arizona",1019722,04,019,23794.796847,42.854831102647736,1.019722,14.679260683333128
04,021,04021,13897458216,22344375,"Pinal County, Arizona",419721,04,021,13897.458216,30.20127806657332,0.419721,6.042032998473372
04,023,04023,3203613240,3088046,"Santa Cruz County, Arizona",46584,04,023,3203.61324,14.541081120016846,0.046584,0.6705932397971118
04,025,04025,21039796371,11501576,"Yavapai County, Arizona",224645,04,025,21039.796371,10.677147061633983,0.224645,3.2338446323678127
04,027,04027,14281127830,13326079,"Yuma County, Arizona",207829,04,027,14281.12783,14.552702172682675,0.207829,2.991772334573973
05,001,05001,2560886962,116504001,"Arkansas County, Arkansas",18124,05,001,2560.886962,7.0772354535498625,0.018124,0.6060178468310289
05,003,05003,2396662506,39297497,"Ashley County, Arkansas",20537,05,003,2396.662506,8.568999576947526,0.020537,0.6867020812386251
05,005,05005,1435438304,84171718,"Baxter County, Arkansas",41219,05,005,1435.438304,28.71527106747738,0.041219,1.3782525727503963
05,007,05007,2195165155,94161968,"Benton County, Arkansas",258980,05,007,2195.165155,117.97745577826466,0.25898,8.659595120961148
05,009,05009,1528068629,31092612,"Boone County, Arkansas",37288,05,009,1528.068629,24.40204536127546,0.037288,1.246810498379795
05,011,05011,1681514472,9532926,"Bradley County, Arkansas",10948,05,011,1681.514472,6.51079736886142,0.010948,0.3660716942786418
05,013,05013,1627975429,9926146,"Calhoun County, Arkansas",5202,05,013,1627.975429,3.1953799224079074,0.005202,0.17394089821314349
05,015,05015,1631600824,22431173,"Carroll County, Arkansas",27887,05,015,1631.600824,17.09180308675794,0.027887,0.9324663261187873
05,017,05017,1668823389,120315321,"Chicot County, Arkansas",10826,05,017,1668.823389,6.487205339617876,0.010826,0.3619923421867534
05,019,05019,2243130281,43387661,"Clark County, Arkansas",22385,05,019,2243.130281,9.979357948848445,0.022385,0.7484942342370658
05,021,05021,1656214473,5097734,"Clay County, Arkansas",15061,05,021,1656.214473,9.093629023008786,0.015061,0.5035993594748469
05,023,05023,1434168144,98893719,"Cleburne County, Arkansas",25230,05,023,1434.168144,17.592079496084526,0.02523,0.8436233875274144
05,025,05025,1548253400,2500196,"Cleveland County, Arkansas",8226,05,025,1548.2534,5.313083762645055,0.008226,0.27505533039241026
05,027,05027,1983889572,1990757,"Columbia County, Arkansas",23892,05,027,1983.889572,12.04300901481829,0.023892,0.7988842637655563
05,029,05029,1430333634,37328676,"Conway County, Arkansas",20906,05,029,1430.333634,14.616170313729754,0.020906,0.6990404494509761
05,031,05031,1831867052,14069451,"Craighead County, Arkansas",105701,05,031,1831.867052,57.701239773157944,0.105701,3.534357339874563
05,033,05033,1531188213,31076496,"Crawford County, Arkansas",62472,05,033,1531.188213,40.79968711201149,0.062472,2.088895769544694
05,035,05035,1580755093,67432628,"Crittenden County, Arkansas",49013,05,035,1580.755093,31.006068060158388,0.049013,1.638862984260054
05,037,05037,1596421809,15344835,"Cross County, Arkansas",16998,05,037,1596.421809,10.647561881309779,0.016998,0.5683674332616325
05,039,05039,1728522506,1864048,"Dallas County, Arkansas",7432,05,039,1728.522506,4.299625821591703,0.007432,0.248506104482907
05,041,05041,1989461629,133085432,"Desha County, Arkansas",11887,05,041,1989.461629,5.974983295342562,0.011887,0.39746933046129107
05,043,05043,2145434144,18914034,"Drew County, Arkansas",18502,05,043,2145.434144,8.623895565260474,0.018502,0.6186571508534373
05,045,05045,1678154687,41787768,"Faulkner County, Arkansas",122416,05,045,1678.154687,72.94679146583344,0.122416,4.093262013775504
05,047,05047,1576914320,27952005,"Franklin County, Arkansas",17780,05,047,1576.91432,11.275184564244428,0.01778,0.5945154114243927
05,049,05049,1601111507,5526928,"Fulton County, Arkansas",12139,05,049,1601.111507,7.581608118440685,0.012139,0.4058955331428967
05,051,05051,1755290360,147383937,"Garland County, Arkansas",98296,05,051,1755.29036,55.9998517852055,0.098296,3.286754042821828
05,053,05053,1636384325,2896901,"Grant County, Arkansas",18086,05,053,1636.384325,11.05241581924833,0.018086,0.6047472289663424
05,055,05055,1496205817,4789586,"Greene County, Arkansas",44623,05,055,1496.205817,29.824105409155752,0.044623,1.4920731835765284
05,057,05057,1884268205,35372110,"Hempstead County, Arkansas",22018,05,057,1884.268205,11.685173024505819,0.022018,0.736222740649172
05,059,05059,1593380758,18038344,"Hot Spring County, Arkansas",33520,05,059,1593.380758,21.037030748428304,0.03352,1.1208187059024548
05,061,05061,1524380365,17475611,"Howard County, Arkansas",13389,05,061,1524.380365,8.783240920319779,0.013389,0.4476921734286386
05,063,05063,1978631568,19593589,"Independence County, Arkansas",37264,05,063,1978.631568,18.83321817091316,0.037264,1.2460080028863088
05,065,05065,1503683622,8913817,"Izard County, Arkansas",13559,05,065,1503.683622,9.017189388526837,0.013559,0.4533765165074995
05,067,05067,1641853231,19623382,"Jackson County, Arkansas",17225,05,067,1641.853231,10.49119353348582,0.017225,0.5759577031375234
05,069,05069,2253242466,113431088,"Jefferson County, Arkansas",70424,05,069,2253.242466,31.254514799296345,0.070424,2.35478927638647
05,071,05071,1709103303,59195660,"Johnson County, Arkansas",26291,05,071,1709.103303,15.382920361719059,0.026291,0.8791003758019521
05,073,05073,1368278177,43469442,"Lafayette County, Arkansas",6915,05,073,1368.278177,5.053796893232187,0.006915,0.23121901406072415
05,075,05075,1521880769,12286149,"Lawrence County, Arkansas",16669,05,075,1521.880769,10.95289482562612,0.016669,0.5573665575384253
05,077,05077,1560781754,43720909,"Lee County, Arkansas",9398,05,077,1560.781754,6.021341533442862,0.009398,0.3142438603243219
05,079,05079,1454438338,27514923,"Lincoln County, Arkansas",13695,05,079,1454.438338,9.41600591939292,0.013695,0.4579239909705882
05,081,05081,1378511384,84225311,"Little River County, Arkansas",12417,05,081,1378.511384,9.007542588418698,0.012417,0.4151911059424457
05,083,05083,1834027338,60685578,"Logan County, Arkansas",21757,05,083,1834.027338,11.862963844217244,0.021757,0.7274956021575092
05,085,05085,1996628038,82740476,"Lonoke County, Arkansas",72206,05,085,1996.628038,36.163971769287556,0.072206,2.4143745667778234
05,087,05087,2160707852,7318191,"Madison County, Arkansas",16076,05,087,2160.707852,7.440154385110273,0.016076,0.5375382313868694
05,089,05089,1546109517,112285683,"Marion County, Arkansas",16438,05,089,1546.109517,10.631847109961226,0.016438,0.5496425384136202
05,091,05091,1620628512,30875055,"Miller County, Arkansas",43759,05,091,1620.628512,27.001252709047733,0.043759,1.4631833458110237
05,093,05093,2332480077,49826384,"Mississippi County, Arkansas",42831,05,093,2332.480077,18.362857810596424,0.042831,1.4321535200628888
05,095,05095,1572480981,36694911,"Monroe County, Arkansas",7249,05,095,1572.480981,4.609912671497042,0.007249,0.2423870763450744
05,097,05097,2019823598,52913893,"Montgomery County, Arkansas",8993,05,097,2019.823598,4.452369013266672,0.008993,0.3007017488717415
05,099,05099,1600192986,7254361,"Nevada County, Arkansas",8440,05,099,1600.192986,5.27436382601417,0.00844,0.2822109152093293
05,101,05101,2126144031,5930175,"Newton County, Arkansas",7848,05,101,2126.144031,3.691189254148888,0.007848,0.26241602637000194
05,103,05103,1897898730,18050431,"Ouachita County, Arkansas",24106,05,103,1897.89873,12.701415317349415,0.024106,0.8060398485824753
05,105,05105,1428543055,23226442,"Perry County, Arkansas",10322,05,105,1428.543055,7.225543510132426,0.010322,0.34513993682354227
05,107,05107,1801669159,82139043,"Phillips County, Arkansas",19034,05,107,1801.669159,10.564647735083975,0.019034,0.636445800959049
05,109,05109,1555614399,34974767,"Pike County, Arkansas",10808,05,109,1555.614399,6.9477371814941655,0.010808,0.3613904705666387
05,111,05111,1964149128,13520123,"Poinsett County, Arkansas",24054,05,111,1964.149128,12.24652428733507,0.024054,0.8043011083465884
05,113,05113,2221382790,12372287,"Polk County, Arkansas",20163,05,113,2221.38279,9.076778703232863,0.020163,0.6741965264651311
05,115,05115,2104417474,47279652,"Pope County, Arkansas",63644,05,115,2104.417474,30.24304862809745,0.063644,2.128084299476606
05,117,05117,1678019578,71807770,"Prairie County, Arkansas",8244,05,117,1678.019578,4.912934335263161,0.008244,0.27565720201252497
05,119,05119,1965579500,126236379,"Pulaski County, Arkansas",393463,05,119,1965.5795,200.17658914330354,0.393463,13.15634518139909
05,121,05121,1689251367,9889906,"Randolph County, Arkansas",17603,05,121,1689.251367,10.420592425662367,0.017603,0.5885970071599317
05,123,05123,1644132566,20028723,"St. Francis County, Arkansas",26294,05,123,1644.132566,15.992627689366017,0.026294,0.8792006877386379
05,125,05125,1873977181,17979686,"Saline County, Arkansas",118009,05,125,1873.977181,62.972485042228485,0.118009,3.945903778784092
05,127,05127,2311063521,14887192,"Scott County, Arkansas",10442,05,127,2311.063521,4.518266116494164,0.010442,0.3491524142909735
05,129,05129,1725176966,6256683,"Searcy County, Arkansas",7923,05,129,1725.176966,4.592572330924571,0.007923,0.26492382478714643
05,131,05131,1377601669,39693806,"Sebastian County, Arkansas",127461,05,131,1377.601669,92.52384260867211,0.127461,4.261953253968758
05,133,05133,1463680826,41831847,"Sevier County, Arkansas",17193,05,133,1463.680826,11.746413353644629,0.017193,0.5748877091462083
05,135,05135,1565460775,5201390,"Sharp County, Arkansas",17043,05,135,1565.460775,10.886890474786888,0.017043,0.5698721123119194
05,137,05137,1570579417,7841927,"Stone County, Arkansas",12446,05,137,1570.579417,7.924463968701049,0.012446,0.41616078799707495
05,139,05139,2691555887,41400825,"Union County, Arkansas",39732,05,139,2691.555887,14.761722092378756,0.039732,1.3285312894664776
05,141,05141,1838200430,37692769,"Van Buren County, Arkansas",16684,05,141,1838.20043,9.076268141227667,0.016684,0.5578681172218543
05,143,05143,2439803798,26926764,"Washington County, Arkansas",228529,05,143,2439.803798,93.66695805102604,0.228529,7.641395526288247
05,145,05145,2680852090,18293048,"White County, Arkansas",78804,05,145,2680.85209,29.395131605339706,0.078804,2.6349939528620836
05,147,05147,1519723271,18703960,"Woodruff County, Arkansas",6660,05,147,1519.723271,4.382376796545086,0.00666,0.22269249944243283
05,149,05149,2409045644,48482976,"Yell County, Arkansas",21573,05,149,2409.045644,8.954998446679495,0.021573,0.721343136707448
06,001,06001,1909598013,216923745,"Alameda County, California",1643700,06,001,1909.598013,860.7570749498889,1.6437,4.198600415441
06,003,06003,1912292630,12557304,"Alpine County, California",1146,06,003,1912.29263,0.5992806655328689,0.001146,0.002927295781526669
06,005,06005,1539933577,29470567,"Amador County, California",37829,06,005,1539.933577,24.565345262291142,0.037829,0.09662885874290782
06,007,06007,4238438186,105311003,"Butte County, California",227075,06,007,4238.438186,53.5751590644998,0.227075,0.580031142748838
06,009,06009,2641829200,43797659,"Calaveras County, California",45235,06,009,2641.8292,17.122605806613084,0.045235,0.11554644387204091
06,011,06011,2980332864,14608870,"Colusa County, California",21464,06,011,2980.332864,7.20188011858262,0.021464,0.054826768459588504
06,013,06013,1857233047,225282636,"Contra Costa County, California",1133247,06,013,1857.233047,610.1802904221099,1.133247,2.894720037109732
06,015,06015,2606117983,578742642,"Del Norte County, California",27424,06,015,2606.117983,10.522931110137694,0.027424,0.07005075001098375
06,017,06017,4423290468,203328472,"El Dorado County, California",186661,06,017,4423.290468,42.19958000732409,0.186661,0.4767992651619106
06,019,06019,15431404077,137345152,"Fresno County, California",978130,06,019,15431.404077,63.38567735763401,0.97813,2.4984954823601058
06,021,06021,3403160290,33693350,"Glenn County, California",27897,06,021,3403.16029,8.197380558880464,0.027897,0.0712589619696767
06,023,06023,9241527430,1253763757,"Humboldt County, California",135768,06,023,9241.52743,14.691077966101973,0.135768,0.34680025625332705
06,025,06025,10817292933,790212281,"Imperial County, California",180216,06,025,10817.292933,16.65999073115791,0.180216,0.46033641933997405
06,027,06027,26368508430,119088151,"Inyo County, California",18085,06,027,26368.50843,0.6858560107034465,0.018085,0.04619558831493003
06,029,06029,21062456129,78764641,"Kern County, California",883053,06,029,21062.456129,41.9254523115261,0.883053,2.2556346612255407
06,031,06031,3600883824,3162664,"Kings County, California",150075,06,031,3600.883824,41.677267952869116,0.150075,0.38334547505463773
06,033,06033,3254364315,188836455,"Lake County, California",64148,06,033,3254.364315,19.71137641361459,0.064148,0.16385704170451376
06,035,06035,11761615592,463426051,"Lassen County, California",31185,06,035,11761.615592,2.651421461283888,0.031185,0.07965769541615111
06,037,06037,10510671776,1794675167,"Los Angeles County, California",10098052,06,037,10510.671776,960.742777931457,10.098052,25.794053247152654
06,039,06039,5534617472,42245931,"Madera County, California",155013,06,039,5534.617472,28.007897706430686,0.155013,0.3959589013802736
06,041,06041,1347976788,797029137,"Marin County, California",260295,06,041,1347.976788,193.10050611939766,0.260295,0.6648869593826215
06,043,06043,3752472149,36225644,"Mariposa County, California",17540,06,043,3752.472149,4.674251880769922,0.01754,0.044803462485146404
06,045,06045,9081426659,962946207,"Mendocino County, California",87422,06,045,9081.426659,9.626461048756237,0.087422,0.22330720053457634
06,047,06047,5013300944,111383846,"Merced County, California",269075,06,047,5013.300944,53.67222175681142,0.269075,0.6873142342184018
06,049,06049,10140960152,745420661,"Modoc County, California",8938,06,049,10140.960152,0.8813761089710276,0.008938,0.022830863608451456
06,051,06051,7896838487,214695672,"Mono County, California",14174,06,051,7896.838487,1.7948955171533065,0.014174,0.03620548901165707
06,053,06053,8499616962,1267799938,"Monterey County, California",433212,06,053,8499.616962,50.96841445170997,0.433212,1.1065791100407778
06,055,06055,1938114186,104300794,"Napa County, California",140530,06,055,1938.114186,72.50862772437289,0.14053,0.358964115338519
06,057,06057,2480587324,41531993,"Nevada County, California",99092,06,057,2480.587324,39.946991198927854,0.099092,0.2531165738071908
06,059,06059,2053294769,402004844,"Orange County, California",3164182,06,059,2053.294769,1541.026669804953,3.164182,8.082457784103507
06,061,06061,3644325262,246494490,"Placer County, California",380077,06,061,3644.325262,104.29283136802513,0.380077,0.9708532275351761
06,063,06063,6612400908,156387636,"Plumas County, California",18699,06,063,6612.400908,2.8278684641424348,0.018699,0.04776396493784222
